ticker,company_name,cik,source,distress_label,distress_event_date,distress_event_type,brd_chapter,brd_disposition,brd_emerged,brd_days_in_bk,brd_fresh_start,brd_refiled,brd_dip_loan,brd_sale_363,brd_prepackaged,brd_voluntary,brd_ceo_replaced,brd_trustee_appointed,brd_assets_before_m,brd_sales_before_m,brd_ebit_before_m,brd_sic_description,brd_sic_division,brd_after_emerging,brd_date_emerging,brd_year_emerged,brd_days_emerge_to_refile,brd_name_emerging,brd_assets_emerging_m,brd_sales_emerging_m,brd_ebit_emerging_m,brd_ebitda_emerging_m,brd_net_income_emerging_m
,"Revel AC, Inc. (2014)",0001551510,lopucki_brd,1,2014-06-19,chapter_11,11,other,0,376.0,0,0,1,1,0,1,0,0,1148.162323,174.917338,-206.106654,Hotels and Motels,I: Services,,,,,liquidated,,,,,
,"Revlon, Inc. (Revlon Consumer Products Corporation)",0000887921,lopucki_brd,1,2022-06-15,chapter_11,11,pending,0,,0,0,0,0,0,1,0,0,2432.5,2078.7,143.6,"Perfumes, Cosmetics, and Other Toilet Preparations",D: Manufacturing,,,,,pending,,,,,
,Rex Energy Corporation,0001397516,lopucki_brd,1,2018-05-18,chapter_11,11,other,0,151.0,0,0,1,1,0,1,0,0,942.137,205.266,-25.035,Crude Petroleum and Natural Gas,B: Mining,,,,,liquidated,,,,,
,Rosehill Resources Inc.,0001659122,lopucki_brd,1,2020-07-26,chapter_11,11,other,1,33.0,0,0,1,0,1,1,1,0,872.512,302.283,52.164,Crude Petroleum and Natural Gas,B: Mining,acquired by Limerock Resources on 10/7/2021,2020-08-28,2020.0,,Rosehill Resources Inc.,,,,,
,"SFX Entertainment, Inc.",0001553588,lopucki_brd,1,2016-02-01,chapter_11,11,other,1,288.0,0,0,1,0,1,1,1,0,710.331,354.449,-109.249,,I: Services,,2016-11-15,2016.0,,LiveStyle Inc.,,,,,
,Sabine Oil & Gas Corporation,0000038079,lopucki_brd,1,2015-07-15,chapter_11,11,other,1,378.0,0,0,0,0,0,1,0,0,2438.35,464.723,-98.096,Crude Petroleum and Natural Gas,B: Mining,,2016-07-27,2016.0,,Sabine Oil & Gas Corporation,,,,,
,Samson Resources Corporation,0001548691,lopucki_brd,1,2015-09-16,chapter_11,11,other,1,516.0,0,0,0,0,1,1,1,0,5608.312,1177.696,-2117.437,Crude Petroleum and Natural Gas,B: Mining,,2017-02-13,2017.0,,Samson Resources II,,,,,
,Sanchez Energy Corporation,0001528837,lopucki_brd,1,2019-08-11,chapter_11,11,other,1,263.0,0,0,1,0,0,1,1,0,2819.96,1056.914,292.941,Crude Petroleum and Natural Gas,B: Mining,,2020-04-30,2020.0,,Mesquite Energy Inc.,,,,,
,"SandRidge Energy, Inc.",0001349436,lopucki_brd,1,2016-05-16,chapter_11,11,other,1,116.0,0,0,0,0,1,1,1,0,2991.155,768.709,-4653.839,Crude Petroleum and Natural Gas,B: Mining,,2016-09-09,2016.0,,"SandRidge Energy, Inc.",1081.392,357.299,-1121.889,-969.605,1106.815
,"Seahawk Drilling, Inc.",0001452384,lopucki_brd,1,2011-02-11,chapter_11,11,other,0,229.0,0,0,1,1,0,1,0,0,625.0,291.144,-32.929,Drilling Oil and Gas Wells,B: Mining,"Assets purchased by Hercules Offshore Inc., 4/2011",,,,liquidated,,,,,
,Sears Holdings Corporation,0001310067,lopucki_brd,1,2018-10-15,chapter_11,11,other,0,365.0,0,0,1,1,0,1,0,0,7262.0,16702.0,-2006.0,Department Stores,G: Retail Trade,,,,,liquidated,,,,,
,"Sequential Brands Group, Inc.",0001648428,lopucki_brd,1,2021-08-31,chapter_11,11,other,0,175.0,0,0,1,1,1,1,0,0,565.909,89.811,34.643,,D: Manufacturing,,,,,liquidated,,,,,
,Seventy Seven Energy Inc.,0001532930,lopucki_brd,1,2016-06-07,chapter_11,11,other,1,37.0,0,0,1,0,1,1,0,0,1902.618,1131.244,-118.488,"Oil and Gas Field Services, Not Elsewhere Classified",B: Mining,,2016-07-14,2016.0,,Seventy Seven Energy Inc.,948.55,,-151.268,85.055,-219.269
,"Southcross Energy Partners, L.P.",0001547638,lopucki_brd,1,2019-04-01,chapter_11,11,other,1,301.0,0,0,1,0,0,1,1,0,610.452,618.133,-18.974,Natural Gas Transmission,"E: Transportation, Communications, Electric, Gas",acquired by Targa Resources Corp. on 4/21/2022,2020-01-27,2020.0,,Southcross Energy Partners LLC,,,,,
,"Stage Stores, Inc. (2020)",0000006885,lopucki_brd,1,2020-05-10,chapter_11,11,other,0,96.0,0,0,0,0,0,1,0,0,744.161,1580.149,-66.399,Family Clothing Stores,G: Retail Trade,,,,,liquidated,,,,,
,"Stein Mart, Inc.",0000884940,lopucki_brd,1,2020-08-12,chapter_11,11,other,0,244.0,0,0,0,1,0,1,0,0,765.514,1236.473,-0.913,Family Clothing Stores,G: Retail Trade,,,,,liquidatated,,,,,
,Stone Energy Corporation,0000904080,lopucki_brd,1,2016-12-14,chapter_11,11,other,1,62.0,0,0,0,0,1,1,1,0,1410.169,544.649,-1356.323,Crude Petroleum and Natural Gas,B: Mining,,2017-02-14,2017.0,,Stone Energy Corporation,858.773,,-253.748,-89.831,382.678
,"SunEdison, Inc.",0000945436,lopucki_brd,1,2016-04-21,chapter_11,11,other,0,463.0,0,0,1,0,0,1,1,0,11499.8,2484.4,-408.7,Semiconductors and Related Devices,D: Manufacturing,,,,,liquidated,,,,,
,"SuperMedia, Inc. (2013)",0001367396,lopucki_brd,1,2013-03-18,chapter_11,11,other,0,42.0,0,0,0,0,1,1,0,0,1410.0,1354.0,445.0,,I: Services,,,,,Dex Media Inc.,,,,,
,"Superior Energy Services, Inc.",0000886835,lopucki_brd,1,2020-12-07,chapter_11,11,other,1,43.0,1,0,1,0,1,1,1,0,1993.23,1425.369,41.763,"Oil and Gas Field Services, Not Elsewhere Classified",B: Mining,,2021-01-19,2021.0,,"Superior Energy Services, Inc.",1199.508,,,,
,Swift Energy Company,0000351817,lopucki_brd,1,2015-12-31,chapter_11,11,other,1,91.0,0,0,1,0,1,1,1,0,2173.347,549.456,-361.929,Crude Petroleum and Natural Gas,B: Mining,,2016-03-31,2016.0,,Swift Energy Company,377.299,195.91,-210.429,-149.066,695.323
,TBS International plc,0001479920,lopucki_brd,1,2012-02-06,chapter_11,11,other,1,52.0,0,0,1,0,1,1,1,0,686.321,411.833,-13.006,Deep Sea Foreign Transportation of Freight,"E: Transportation, Communications, Electric, Gas",,2012-03-29,2012.0,,TBS Shipping Ltd.,,,,,
,"Tailored Brands, Inc.",0000884217,lopucki_brd,1,2020-08-02,chapter_11,11,other,1,103.0,0,0,1,0,1,1,1,0,2418.959,2881.261,142.388,,G: Retail Trade,,2020-11-13,2020.0,,"Tailored Brands, Inc.",,,,,
,TerreStar Corporation (2011),0000913665,lopucki_brd,1,2011-02-16,chapter_11,11,other,1,616.0,0,0,1,0,0,1,1,0,1376.0,2.384,-158.885,"Communication Services, Not Elsewhere Classified","E: Transportation, Communications, Electric, Gas",,2012-10-24,2012.0,,TerreStar Corporation,,,,,
,Tidewater Inc.,0000098222,lopucki_brd,1,2017-05-17,chapter_11,11,other,1,61.0,0,0,0,0,1,1,1,0,4190.699,601.611,-88.225,,"E: Transportation, Communications, Electric, Gas",,2017-07-17,2017.0,,Tidewater Inc.,1746.18,406.52,-69.873,-2.089,-1686.175
,Tops Holding II Corporation,0001584701,lopucki_brd,1,2018-02-21,chapter_11,11,other,1,261.0,0,0,1,0,0,1,0,0,1026.878,2456.767,39.938,Grocery Stores,G: Retail Trade,,2018-11-09,2018.0,,Tops Holding II Corporation,,,,,
,"Town Sports International Holdings, Inc. (TSI, LLC only)",0001281774,lopucki_brd,1,2020-09-14,chapter_11,11,other,0,95.0,0,0,1,1,0,1,0,0,794.278,466.76,1.25,Membership Sports and Recreation Clubs,I: Services,,,,,pending,,,,,
,"Toys R Us, Inc.",0001005414,lopucki_brd,1,2017-09-19,chapter_11,11,other,0,428.0,0,0,1,0,0,1,0,0,6908.0,11540.0,398.0,"Hobby, Toy, and Game Shops",G: Retail Trade,,,,,liquidated,,,,,
,Triad Guaranty Inc.,0000911631,lopucki_brd,1,2013-06-03,chapter_11,11,other,1,1681.0,0,0,1,0,0,1,0,0,896.227,207.388,-89.525,Surety Insurance,"H: Finance, Insurance, And Real Estate",,2018-01-09,2018.0,,Triad Guaranty Inc.,,,,,
,Triangle Petroleum Corp. (Triangle USA Petroleum Corp. only),0001281922,lopucki_brd,1,2016-06-29,chapter_11,11,other,1,254.0,0,0,0,0,1,1,1,0,753.148,358.129,-853.283,Crude Petroleum and Natural Gas,B: Mining,,2017-03-10,2017.0,,Triangle USA Petroleum Corp.,,,,,
,"Trico Marine Services, Inc. (2010)",0000921549,lopucki_brd,1,2010-08-25,chapter_11,11,other,0,342.0,0,0,1,1,0,1,0,0,1076.259,642.2,-19.048,,"E: Transportation, Communications, Electric, Gas",liquidated in a piecemeal fashion,,,,liquidated,,,,,
,"Trump Entertainment Resorts, Inc. (2014)",0000943320,lopucki_brd,1,2014-09-09,chapter_11,11,other,1,184.0,0,0,1,0,0,1,1,0,578.81,643.488,1.245,Hotels and Motels,I: Services,Became a subsidiary of Icahn Enterprises,2015-03-12,2015.0,,"Trump Entertainment Resorts, Inc.",,,,,
,USEC Inc.,0001065059,lopucki_brd,1,2014-03-05,chapter_11,11,other,1,184.0,0,0,1,0,1,1,1,0,1705.5,1307.5,-325.8,,B: Mining,,2014-09-05,2014.0,,Centrus Energy Corp.,1183.7,418.2,-147.4,-138.9,297.8
,Ultra Petroleum Corp. (2020),0001022646,lopucki_brd,1,2020-05-14,chapter_11,11,other,1,100.0,0,0,1,0,1,1,1,0,1815.276,742.032,197.083,Crude Petroleum and Natural Gas,B: Mining,"Changed name to PureWest Energy, 5/25/2021",2020-08-22,2020.0,,"UP Energy, LLC",,,,,
,Unit Corporation,0000798949,lopucki_brd,1,2020-05-22,chapter_11,11,other,1,76.0,1,0,1,0,1,1,1,0,2090.052,674.634,-586.82,Crude Petroleum and Natural Gas,B: Mining,,2020-08-06,2020.0,,Unit Corporation,649.703,638.716,-1012.782,-849.671,-949.152
,"United Western Bancorp, Inc.",0000944725,lopucki_brd,1,2012-03-02,chapter_11,11,converted,0,409.0,0,0,0,0,0,1,0,0,2526.172,101.507,-72.015,State Commercial Banks,"H: Finance, Insurance, And Real Estate",,,,,not applicable,,,,,
,Valaris plc,0000314808,lopucki_brd,1,2020-08-19,chapter_11,11,other,1,196.0,1,0,1,0,1,1,1,0,16931.2,2053.2,-469.4,Drilling Oil and Gas Wells,B: Mining,,2021-03-03,2021.0,,Valaris Limited,2609.2,,,,
,"Vanguard Natural Resources, LLC",0001384072,lopucki_brd,1,2017-02-01,chapter_11,11,other,1,167.0,0,0,0,0,0,1,1,0,1309.288,344.608,-546.123,Crude Petroleum and Natural Gas,B: Mining,,2017-07-18,2017.0,,"Vanguard Natural Resources, Inc.",1643.52,460.287,,,
,Verso Corporation,0001421182,lopucki_brd,1,2016-01-26,chapter_11,11,other,1,149.0,0,0,1,0,0,1,1,0,2710.0,3122.0,-75.0,Paper Mills,D: Manufacturing,,2016-06-23,2016.0,,Verso Corporation,1855.0,2461.0,6.0,199.0,1146.0
,"Vertis, Inc. (2010)",0001178717,lopucki_brd,1,2010-11-17,chapter_11,11,other,1,29.0,0,1,1,0,1,1,1,0,528.0,1365.154,70.722,Advertising Agencies,I: Services,,2010-12-16,2010.0,664.0,"Vertis Holdings, Inc.",,,,,
,"Walter Energy, Inc.",0000837173,lopucki_brd,1,2015-07-15,chapter_11,11,converted,0,587.0,0,0,1,1,1,1,0,0,5386.129,1407.345,-249.428,,B: Mining,,,,,liquidated,,,,,
,"Washington Prime Group Inc. (Washington Prime Group, L.P.)",0001594686,lopucki_brd,1,2021-06-13,chapter_11,11,other,1,82.0,0,0,1,0,1,1,1,0,4105.347,524.418,-102.678,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",,2021-09-03,2021.0,,Washington Prime Group Inc.,,,,,
,Weatherford International plc,0001603923,lopucki_brd,1,2019-07-01,chapter_11,11,other,1,72.0,1,0,1,0,1,1,1,0,6601.0,5744.0,197.0,Oil and Gas Field Machinery and Equipment,D: Manufacturing,,2019-09-11,2019.0,,Weatherford International plc,7293.0,3685.0,71.0,552.0,3635.0
,Westmoreland Coal Company (2018),0000106455,lopucki_brd,1,2018-10-09,chapter_11,11,other,1,144.0,0,0,1,0,1,1,1,0,1389.099,1384.568,34.15,Bituminous Coal and Lignite Surface Mining,B: Mining,,2019-03-02,2019.0,,Westmoreland Mining LLC,,,,,
,Whiting Petroleum Corporation,0001255474,lopucki_brd,1,2020-04-01,chapter_11,11,other,1,135.0,1,0,0,0,1,1,1,0,7636.721,1572.245,76.183,Crude Petroleum and Natural Gas,B: Mining,,2020-08-14,2020.0,,Whiting Petroleum Corporation,2043.94,1533.481,-4267.646,-3838.387,-3926.388
,William Lyon Homes,0001095996,lopucki_brd,1,2011-12-19,chapter_11,11,other,1,53.0,0,0,1,0,1,1,1,0,649.004,294.698,-118.759,Operative Builders,C: Construction,,2012-02-10,2012.0,,William Lyon Homes,581.147,572.535,2.182,7.939,219.524
,"Windstream Holdings, Inc. (Windstream Services, LLC)",0001282266,lopucki_brd,1,2019-02-25,chapter_11,11,other,1,487.0,0,0,1,0,0,1,0,0,10257.9,5713.1,429.0,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",,2020-06-26,2020.0,,Windstream Holdings LLC,,,,,
,"Xerium Technologies, Inc.",0001287151,lopucki_brd,1,2010-03-30,chapter_11,11,other,1,43.0,0,0,1,0,1,1,1,0,693.511,500.091,53.209,"Broadwoven Fabric Mills, Manmade Fiber And Silk",D: Manufacturing,,2010-05-12,2010.0,,"Xerium Technologies, Inc.",700.143,586.96,55.268,96.549,-73.086
,"iHeartMedia, Inc.",0001400891,lopucki_brd,1,2018-03-14,chapter_11,11,other,1,314.0,1,0,1,0,1,1,0,0,12260.431,6170.994,980.333,Radio Broadcasting Stations,"E: Transportation, Communications, Electric, Gas",,2019-01-22,2019.0,,"iHeartMedia, Inc.",11021.099,2948.218,632.428,934.885,11296.689
MMM,3M,0000066740,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,A. O. Smith,0000091142,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,AES Corporation,0000874761,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA,APA Corporation,0001841666,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,AT&T,0000732717,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBV,AbbVie,0001551152,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories,0000001800,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,Accenture,0001467373,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,Adobe Inc.,0000796343,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,Advanced Micro Devices,0000002488,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFL,Aflac,0000004977,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Agilent Technologies,0001090872,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APD,Air Products,0000002969,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,Airbnb,0001559720,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAM,Akamai Technologies,0001086222,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albemarle Corporation,0000915913,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,Alexandria Real Estate Equities,0001035443,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGN,Align Technology,0001097149,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLE,Allegion,0001579241,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNT,Alliant Energy,0000352541,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Allstate,0000899051,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,Alphabet Inc. (Class A),0001652044,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Altria,0000764180,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,Amazon,0001018724,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMCR,Amcor,0001748790,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,Ameren,0001002910,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,American Electric Power,0000004904,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,American Express,0000004962,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIG,American International Group,0000005272,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT,American Tower,0001053507,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWK,American Water Works,0001410636,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP,Ameriprise Financial,0000820027,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AME,Ametek,0001037868,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGN,Amgen,0000318154,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,Amphenol,0000820313,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,Analog Devices,0000006281,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,Aon plc,0000315293,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APO,Apollo Global Management,0001858681,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP,AppLovin,0001751008,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,Apple Inc.,0000320193,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,Applied Materials,0000006951,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTV,Aptiv,0001521332,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group,0000947484,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,Archer Daniels Midland,0000007084,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARES,Ares Management,0001176948,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANET,Arista Networks,0001596532,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co.,0000354190,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ,Assurant,0001267238,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO,Atmos Energy,0000731802,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZO,AutoZone,0000866787,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,Autodesk,0000769397,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,Automatic Data Processing,0000008670,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVB,AvalonBay Communities,0000915912,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVY,Avery Dennison,0000008818,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXON,Axon Enterprise,0001069183,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,BNY Mellon,0001390777,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXP,"BXP, Inc.",0001037540,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKR,Baker Hughes,0001701605,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL,Ball Corporation,0000009389,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,Bank of America,0000070858,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAX,Baxter International,0000010456,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDX,Becton Dickinson,0000010795,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRK-B,Berkshire Hathaway,0001067983,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBY,Best Buy,0000764478,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH,Bio-Techne,0000842023,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIIB,Biogen,0000875045,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK,BlackRock,0002012383,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,Blackstone Inc.,0001393818,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYZ,"Block, Inc.",0001512673,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Boeing,0000012927,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKNG,Booking Holdings,0001075531,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSX,Boston Scientific,0000885725,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMY,Bristol Myers Squibb,0000014272,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVGO,Broadcom,0001730168,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,Broadridge Financial Solutions,0001383312,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO,Brown & Brown,0000079282,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF-B,Brown–Forman,0000014693,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLDR,Builders FirstSource,0001316835,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG,Bunge Global,0001996862,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRW,C.H. Robinson,0001043277,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBRE,CBRE Group,0001138118,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,CDW Corporation,0001402057,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,CF Industries,0001324404,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME,CME Group,0001156375,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,CMS Energy,0000811156,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,CRH plc,0000849395,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSX,CSX Corporation,0000277948,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,CVS Health,0000064803,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDNS,Cadence Design Systems,0000813672,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPT,Camden Property Trust,0000906345,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPB,Campbell's Company (The),0000016732,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF,Capital One,0000927628,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAH,Cardinal Health,0000721371,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,Carnival Corporation,0000815097,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARR,Carrier Global,0001783180,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVNA,Carvana,0001690820,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASY,Casey's,0000726958,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,Caterpillar Inc.,0000018230,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOE,Cboe Global Markets,0001374310,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR,Cencora,0001140859,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC,Centene Corporation,0001071739,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNP,CenterPoint Energy,0001130310,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRL,Charles River Laboratories,0001100682,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,Charles Schwab Corporation,0000316709,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR,Charter Communications,0001091667,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVX,Chevron Corporation,0000093410,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMG,Chipotle Mexican Grill,0001058090,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB,Chubb Limited,0000896159,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHD,Church & Dwight,0000313927,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIEN,Ciena,0000936395,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,Cigna,0001739940,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINF,Cincinnati Financial,0000020286,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAS,Cintas,0000723254,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,Cisco,0000858877,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Citigroup,0000831001,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFG,Citizens Financial Group,0000759944,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLX,Clorox,0000021076,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSGP,CoStar Group,0001057352,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KO,Coca-Cola Company (The),0000021344,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTSH,Cognizant,0001058290,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COHR,Coherent Corp.,0000820318,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COIN,Coinbase,0001679788,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Colgate-Palmolive,0000021665,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMCSA,Comcast,0001166691,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIX,Comfort Systems USA,0001035983,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAG,Conagra Brands,0000023217,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP,ConocoPhillips,0001163165,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,Consolidated Edison,0001047862,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STZ,Constellation Brands,0000016918,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEG,Constellation Energy,0001868275,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COO,Cooper Companies (The),0000711404,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPRT,Copart,0000900075,sp500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
